label_id	tomogram	DMVs	Virions	DMVs Opening	DMS	connectors	Fused DMVs	zER	Peroxisomes	Golgi	VTC	ER	Mitochondria	MVB/Lys	Lamellar Bodies	Lipid droplets	autophagosomes	Glycogen clusters	Nucleus	PM	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z
1.0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1.5642319999999998	1.5642320000000032	0.1386620000000042	0.0	0.0	0.021812	3.128464	3.128464	0.2555119999999999
2.0	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	4.917047999999892	1.5642320000000045	0.1386620000000041	3.352816	0.0	0.024928	6.481280000000001	3.128464	0.252396
3.0	3	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	8.26986399999998	1.5642320000000047	0.1386620000000031	6.7056320000000005	0.0	0.018696	9.834096	3.128464	0.258628
4.0	4	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	11.622679999999926	1.5642320000000025	0.1386620000000027	10.058448	0.0	0.01558	13.186912	3.128464	0.261744
5.0	5	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	14.975496000000083	1.5642320000000047	0.1386620000000031	13.411264	0.0	0.018696	16.539728	3.128464	0.258628
6.0	6	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	18.328311999999976	1.564232000000001	0.1386620000000016	16.76408	0.0	0.021812	19.892544	3.128464	0.2555119999999999
7.0	7	1	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	21.68112800000011	1.5642320000000032	0.1386620000000028	20.116896	0.0	0.028044	23.24536	3.128464	0.24928
8.0	8	1	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	25.033944	1.5642320000000007	0.138662000000001	23.469712	0.0	0.01558	26.598176	3.128464	0.261744
9.0	9	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	28.38676000000005	1.5642320000000032	0.1386620000000042	26.822528	0.0	0.021812	29.950992000000006	3.128464	0.2555119999999999
10.0	10	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	31.739576000000024	1.564232000000001	0.138662000000001	30.17534400000001	0.0	0.024928	33.303808000000004	3.128464	0.252396
11.0	11	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	0	1.5642319999999998	4.91704799999987	0.1386620000000041	0.0	3.352816	0.024928	3.128464	6.481280000000001	0.252396
12.0	12	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	4.917047999999907	4.917047999999992	0.1386620000000002	3.352816	3.352816	0.028044	6.481280000000001	6.481280000000001	0.24928
13.0	13	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	8.269863999999977	4.917047999999899	0.1386620000000038	6.7056320000000005	3.352816	0.034276	9.834096	6.481280000000001	0.243048
14.0	14	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	11.62267999999998	4.917047999999964	0.1386620000000046	10.058448	3.352816	0.01558	13.186912	6.481280000000001	0.261744
15.0	15	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	14.97549600000006	4.917047999999828	0.1386620000000046	13.411264	3.352816	0.01558	16.539728	6.481280000000001	0.261744
16.0	16	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	18.328311999999976	4.917047999999973	0.1386620000000023	16.76408	3.352816	0.024928	19.892544	6.481280000000001	0.252396
17.0	17	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	21.681128000000097	4.91704799999987	0.1386620000000041	20.116896	3.352816	0.024928	23.24536	6.481280000000001	0.252396
18.0	18	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	25.033944	4.917047999999915	0.1386620000000002	23.469712	3.352816	0.018696	26.598176	6.481280000000001	0.258628
19.0	19	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	28.38676000000005	4.917047999999868	0.1386620000000046	26.822528	3.352816	0.028044	29.950992000000006	6.481280000000001	0.24928
20.0	20	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	31.739576000000017	4.917047999999991	0.1386620000000014	30.17534400000001	3.352816	0.018696	33.303808000000004	6.481280000000001	0.258628
21.0	21	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1.5642319999999992	8.269864000000245	0.1386620000000033	0.0	6.7056320000000005	0.01558	3.128464	9.834096	0.261744
22.0	22	1	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	1	1	0	4.917047999999892	8.26986399999989	0.1386620000000041	3.352816	6.7056320000000005	0.024928	6.481280000000001	9.834096	0.252396
23.0	23	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8.269863999999995	8.269864000000208	0.1386620000000042	6.7056320000000005	6.7056320000000005	0.024928	9.834096	9.834096	0.252396
24.0	24	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	11.622679999999995	8.26986399999995	0.1386620000000021	10.058448	6.7056320000000005	0.021812	13.186912	9.834096	0.2555119999999999
25.0	25	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	14.975496000000094	8.269864000000208	0.1386620000000042	13.411264	6.7056320000000005	0.024928	16.539728	9.834096	0.252396
26.0	26	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	18.328311999999976	8.269863999999998	0.1386620000000018	16.76408	6.7056320000000005	0.018696	19.892544	9.834096	0.258628
27.0	27	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	21.68112800000011	8.269864000000222	0.1386620000000028	20.116896	6.7056320000000005	0.028044	23.24536	9.834096	0.24928
28.0	28	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	25.033943999999995	8.269863999999979	0.1386620000000027	23.469712	6.7056320000000005	0.021812	26.598176	9.834096	0.2555119999999999
29.0	29	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	28.38676000000005	8.269864000000211	0.1386620000000042	26.822528	6.7056320000000005	0.021812	29.950992000000006	9.834096	0.2555119999999999
30.0	30	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	31.739576000000035	8.26986399999995	0.1386620000000003	30.17534400000001	6.7056320000000005	0.01558	33.303808000000004	9.834096	0.261744
31.0	31	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1.5642319999999998	11.622680000000086	0.1386620000000019	0.0	10.058448	0.018696	3.128464	13.186912	0.258628
32.0	32	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	4.917047999999901	11.622680000000054	0.1386620000000024	3.352816	10.058448	0.024928	6.481280000000001	13.186912	0.252396
33.0	33	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	0	8.269863999999965	11.622680000000054	0.1386620000000019	6.7056320000000005	10.058448	0.024928	9.834096	13.186912	0.252396
34.0	34	1	1	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	11.62268000000002	11.62268	0.1386620000000028	10.058448	10.058448	0.01558	13.186912	13.186912	0.261744
35.0	35	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	14.975496000000051	11.622680000000114	0.1386620000000027	13.411264	10.058448	0.01558	16.539728	13.186912	0.261744
36.0	36	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	18.328311999999976	11.622680000000026	0.1386620000000033	16.76408	10.058448	0.009348	19.892544	13.186912	0.267976
37.0	37	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	21.681128000000072	11.622680000000114	0.1386620000000027	20.116896	10.058448	0.01558	23.24536	13.186912	0.261744
38.0	38	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	25.033944	11.622680000000017	0.1386620000000011	23.469712	10.058448	0.021812	26.598176	13.186912	0.2555119999999999
39.0	39	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	28.38676000000004	11.622680000000054	0.1386620000000019	26.822528	10.058448	0.024928	29.950992000000006	13.186912	0.252396
40.0	40	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	31.739576000000024	11.622679999999956	0.1386620000000002	30.17534400000001	10.058448	0.024928	33.303808000000004	13.186912	0.252396
41.0	41	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1.5642319999999998	14.975496000000154	0.1386620000000042	0.0	13.411264	0.021812	3.128464	16.539728	0.2555119999999999
42.0	42	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	4.917047999999892	14.975495999999875	0.1386620000000041	3.352816	13.411264	0.024928	6.481280000000001	16.539728	0.252396
43.0	43	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	8.269863999999968	14.975496000000154	0.1386620000000042	6.7056320000000005	13.411264	0.021812	9.834096	16.539728	0.2555119999999999
44.0	44	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	11.62268	14.975496000000009	0.1386620000000019	10.058448	13.411264	0.024928	13.186912	16.539728	0.252396
45.0	45	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	14.975496000000089	14.975496000000186	0.1386620000000033	13.411264	13.411264	0.01558	16.539728	16.539728	0.261744
46.0	46	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	18.328311999999908	14.975496000000016	0.1386620000000032	16.76408	13.411264	0.009348	19.892544	16.539728	0.267976
47.0	47	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	21.6811280000001	14.975496000000186	0.1386620000000033	20.116896	13.411264	0.01558	23.24536	16.539728	0.261744
48.0	48	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	25.033944	14.975495999999964	0.138662000000001	23.469712	13.411264	0.01558	26.598176	16.539728	0.261744
49.0	49	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	28.38676000000007	14.975496000000216	0.1386620000000049	26.822528	13.411264	0.0	29.950992000000006	16.539728	0.2773239999999999
50.0	50	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	31.739576000000035	14.975495999999955	0.1386620000000003	30.17534400000001	13.411264	0.01558	33.303808000000004	16.539728	0.261744
51.0	51	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1.564232	18.32831199999997	0.1386620000000027	0.0	16.76408	0.01558	3.128464	19.892544	0.261744
52.0	52	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	4.917047999999927	18.328312000000032	0.1386620000000024	3.352816	16.76408	0.03116	6.481280000000001	19.892544	0.246164
53.0	53	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	8.269863999999982	18.328311999999983	0.1386620000000016	6.7056320000000005	16.76408	0.021812	9.834096	19.892544	0.2555119999999999
54.0	54	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	11.62268000000002	18.328312000000004	0.1386620000000017	10.058448	16.76408	0.024928	13.186912	19.892544	0.252396
55.0	55	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	14.975496000000026	18.328311999999983	0.1386620000000016	13.411264	16.76408	0.021812	16.539728	19.892544	0.2555119999999999
56.0	56	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	18.32831199999999	18.328312000000047	0.1386619999999995	16.76408	16.76408	0.03116	19.892544	19.892544	0.246164
57.0	57	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	0	21.681128000000047	18.32831199999995	0.1386620000000032	20.116896	16.76408	0.009348	23.24536	19.892544	0.267976
58.0	58	1	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	25.03394400000001	18.32831200000001	0.138662000000001	23.469712	16.76408	0.024928	26.598176	19.892544	0.252396
59.0	59	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	28.386760000000024	18.328311999999983	0.1386620000000014	26.822528	16.76408	0.028044	29.950992000000006	19.892544	0.24928
60.0	60	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	31.73957600000001	18.32831200000004	0.1386620000000002	30.17534400000001	16.76408	0.021812	33.303808000000004	19.892544	0.2555119999999999
61.0	61	1	1	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1.5642319999999998	21.68112799999988	0.1386620000000042	0.0	20.116896	0.021812	3.128464	23.24536	0.2555119999999999
62.0	62	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0	0	4.917048000000007	21.681127999999934	0.1386620000000046	3.352816	20.116896	0.01558	6.481280000000001	23.24536	0.261744
63.0	63	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	8.269863999999995	21.68112799999988	0.1386620000000042	6.7056320000000005	20.116896	0.024928	9.834096	23.24536	0.252396
64.0	64	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	11.622679999999926	21.681128	0.1386620000000027	10.058448	20.116896	0.01558	13.186912	23.24536	0.261744
65.0	65	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	14.97549600000008	21.681127999999884	0.1386620000000036	13.411264	20.116896	0.009348	16.539728	23.24536	0.267976
66.0	66	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	18.328311999999944	21.68112800000004	0.1386620000000027	16.76408	20.116896	0.01558	19.892544	23.24536	0.261744
67.0	67	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	21.68112800000011	21.681127999999884	0.1386620000000036	20.116896	20.116896	0.009348	23.24536	23.24536	0.267976
68.0	68	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	25.033944	21.681127999999948	0.1386620000000029	23.469712	20.116896	0.018696	26.598176	23.24536	0.258628
69.0	69	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	28.38676000000005	21.68112799999988	0.1386620000000042	26.822528	20.116896	0.024928	29.950992000000006	23.24536	0.252396
70.0	70	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	31.739576000000024	21.681127999999976	0.1386620000000007	30.17534400000001	20.116896	0.03116	33.303808000000004	23.24536	0.246164
71.0	71	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1.5642320000000012	25.033943999999984	0.1386620000000022	0.0	23.469712	0.028044	3.128464	26.598176	0.24928
72.0	72	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	4.917047999999957	25.033944	0.1386619999999993	3.352816	23.469712	0.034276	6.481280000000001	26.598176	0.243048
73.0	73	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	8.269863999999991	25.033943999999995	0.1386620000000021	6.7056320000000005	23.469712	0.009348	9.834096	26.598176	0.267976
74.0	74	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	11.622680000000017	25.03394399999995	0.138662000000001	10.058448	23.469712	0.009348	13.186912	26.598176	0.267976
75.0	75	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	14.975496000000028	25.033943999999995	0.138662000000001	13.411264	23.469712	0.01558	16.539728	26.598176	0.261744
76.0	76	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	18.328312000000004	25.03394400000001	0.1386620000000006	16.76408	23.469712	0.018696	19.892544	26.598176	0.258628
77.0	77	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	21.68112800000005	25.033943999999995	0.1386620000000029	20.116896	23.469712	0.018696	23.24536	26.598176	0.258628
78.0	78	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	25.03394400000001	25.03394400000001	0.1386620000000006	23.469712	23.469712	0.021812	26.598176	26.598176	0.2555119999999999
79.0	79	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	28.386760000000024	25.03394399999999	0.1386620000000028	26.822528	23.469712	0.024928	29.950992000000006	26.598176	0.252396
80.0	80	1	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	31.73957600000001	25.03394400000001	0.1386619999999997	30.17534400000001	23.469712	0.028044	33.303808000000004	26.598176	0.24928
81.0	81	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	1.5642319999999992	28.386759999999946	0.1386620000000036	0.0	26.822528	0.009348	3.128464	29.950992000000006	0.267976
82.0	82	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4.917047999999904	28.386759999999956	0.1386620000000038	3.352816	26.822528	0.021812	6.481280000000001	29.950992000000006	0.2555119999999999
83.0	83	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	8.269863999999968	28.386759999999956	0.1386620000000042	6.7056320000000005	26.822528	0.021812	9.834096	29.950992000000006	0.2555119999999999
84.0	84	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	0	11.622679999999985	28.38676000000002	0.1386620000000014	10.058448	26.822528	0.028044	13.186912	29.950992000000006	0.24928
85.0	85	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	14.975496000000094	28.386759999999956	0.1386620000000042	13.411264	26.822528	0.024928	16.539728	29.950992000000006	0.252396
